seed,cam1,cam2,cam3,cam4,cam5,cam6,cam7,cam8,cam9,cam10,cam11,cam12,cam13,cam14,cam15,cam16,cam17,cam18,cam19,cam20,cam21,cam22,cam23,cam24,cam25,cam26,cam27,cam28,cam29,cam30,cam31,cam32,sim_duration,avg_travel_time,vehicles_spawned,tier1,tier2,tier3,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16
249842,50,31,24,30,15,18,34,46,29,5,1,48,0,24,6,29,32,19,22,11,42,7,0,22,12,12,25,12,2,3,46,22,90.73,22.65,679,1.32,1.21,1.27,5.0,3.86,3.44,3.8,2.9,3.08,4.04,4.76,3.74,2.3,2.06,4.88,2.0,3.44,2.36,3.74
489562,19,20,48,39,48,13,11,34,24,12,20,15,43,15,34,21,36,7,30,49,37,5,0,29,8,26,27,48,13,18,50,42,87.53,27.61,841,0.82,0.6,1.34,3.14,3.2,4.88,4.34,4.88,2.78,2.66,4.04,3.44,2.72,3.2,2.9,4.58,2.9,4.04,3.26
675852,6,37,9,12,23,28,40,25,11,10,33,41,34,21,16,3,32,11,23,41,16,3,32,42,29,22,20,32,9,28,27,38,140.93,24.35,754,1.17,1.38,1.07,2.36,4.22,2.54,2.72,3.38,3.68,4.4,3.5,2.66,2.6,3.98,4.46,4.04,3.26,2.96,2.18
312272,50,33,32,2,37,37,34,24,5,23,22,3,26,43,18,37,48,14,26,33,27,33,24,40,33,21,25,7,6,3,26,31,97.73,27.45,823,0.92,1.21,0.89,5.0,3.98,3.92,2.12,4.22,4.22,4.04,3.44,2.3,3.38,3.32,2.18,3.56,4.58,3.08,4.22
959040,32,17,43,0,6,36,43,38,33,6,12,30,38,21,18,19,30,49,38,4,4,33,16,10,11,13,24,4,2,37,14,13,115.71,23.25,694,0.6,0.64,1.0,3.92,3.02,4.58,2.0,2.36,4.16,4.58,4.28,3.98,2.36,2.72,3.8,4.28,3.26,3.08,3.14
661985,2,50,31,8,5,25,39,35,25,30,29,21,49,20,0,23,10,31,19,37,26,12,26,28,43,9,12,12,30,38,26,34,128.43,26.15,785,1.45,0.99,1.4,2.12,5.0,3.86,2.48,2.3,3.5,4.34,4.1,3.5,3.8,3.74,3.26,4.94,3.2,2.0,3.38
69097,45,4,42,6,36,22,32,37,47,24,4,24,44,14,2,29,40,45,5,1,33,20,45,36,23,28,7,0,31,40,38,11,124.15,25.71,815,1.31,1.44,0.9,4.7,2.24,4.52,2.36,4.16,3.32,3.92,4.22,4.82,3.44,2.24,3.44,4.64,2.84,2.12,3.74
869876,14,30,21,26,10,34,10,46,32,18,44,25,21,35,0,15,50,14,25,12,4,19,28,20,33,48,0,16,41,14,46,3,92.15,24.97,754,0.96,0.94,0.93,2.84,3.8,3.26,3.56,2.6,4.04,2.6,4.76,3.92,3.08,4.64,3.5,3.26,4.1,2.0,2.9
403072,19,33,12,19,27,21,33,38,4,40,15,32,44,42,0,23,20,36,39,34,34,15,35,29,20,11,27,30,18,30,41,47,154.99,28.92,868,1.33,0.61,0.71,3.14,3.98,2.72,3.14,3.62,3.26,3.98,4.28,2.24,4.4,2.9,3.92,4.64,4.52,2.0,3.38
45656,13,46,0,0,20,6,20,29,41,28,42,40,18,26,28,30,43,11,17,40,26,47,15,17,10,36,25,27,45,22,35,2,94.67,25.34,805,0.72,0.76,1.48,2.78,4.76,2.0,2.0,3.2,2.36,3.2,3.74,4.46,3.68,4.52,4.4,3.08,3.56,3.68,3.8
854414,2,49,11,19,30,13,42,45,24,39,9,48,40,11,29,18,35,17,26,14,50,16,50,0,50,19,4,49,24,49,14,15,118.9,28.15,861,1.01,0.96,0.78,2.12,4.94,2.66,3.14,3.8,2.78,4.52,4.7,3.44,4.34,2.54,4.88,4.4,2.66,3.74,3.08
726204,49,6,19,28,8,1,45,11,44,20,48,32,48,45,35,39,29,7,1,30,11,34,35,0,38,9,48,36,23,3,14,18,96.24,26.98,814,1.21,1.48,1.46,4.94,2.36,3.14,3.68,2.48,2.06,4.7,2.66,4.64,3.2,4.88,3.92,4.88,4.7,4.1,4.34
530904,14,48,44,41,20,7,13,9,18,9,26,33,26,23,2,21,45,15,47,50,2,13,12,15,18,10,41,0,11,42,40,14,138.5,24.7,729,0.66,1.46,0.75,2.84,4.88,4.64,4.46,3.2,2.42,2.78,2.54,3.08,2.54,3.56,3.98,3.56,3.38,2.12,3.26
262520,38,41,2,49,5,6,26,48,47,25,46,10,31,20,43,16,41,15,25,7,29,2,10,13,13,29,41,3,16,47,25,17,138.24,26.11,786,0.87,1.02,0.88,4.28,4.46,2.12,4.94,2.3,2.36,3.56,4.88,4.82,3.5,4.76,2.6,3.86,3.2,4.58,2.96
193074,14,42,5,25,18,27,44,16,13,48,9,50,36,4,28,11,47,48,34,13,9,22,33,11,28,44,18,40,16,21,43,19,158.26,27.91,836,1.0,1.04,1.05,2.84,4.52,2.3,3.5,3.08,3.62,4.64,2.96,2.78,4.88,2.54,5.0,4.16,2.24,3.68,2.66
870562,32,38,47,28,17,18,10,25,26,32,10,26,50,39,27,46,35,35,23,15,0,16,18,12,6,50,3,15,42,49,15,35,115.05,26.39,840,0.52,1.0,0.99,3.92,4.28,4.82,3.68,3.02,3.08,2.6,3.5,3.56,3.92,2.6,3.56,5.0,4.34,3.62,4.76
633563,45,9,27,28,47,47,22,32,29,30,42,19,16,16,27,13,4,27,37,1,30,12,29,37,43,28,41,28,16,36,37,16,133.84,28.76,871,0.94,1.14,1.28,4.7,2.54,3.62,3.68,4.82,4.82,3.32,3.92,3.74,3.8,4.52,3.14,2.96,2.96,3.62,2.78
36503,31,16,17,26,44,39,5,5,8,45,13,6,20,17,0,22,31,41,43,38,50,17,7,20,47,4,45,12,32,49,48,15,149.98,25.6,813,0.67,0.9,0.68,3.86,2.96,3.02,3.56,4.64,4.34,2.3,2.3,2.48,4.7,2.78,2.36,3.2,3.02,2.0,3.32
197311,41,3,14,11,31,20,5,48,41,6,43,20,33,0,20,5,29,22,16,29,32,49,36,29,18,8,32,21,3,26,40,7,159.82,25.06,738,1.25,1.19,0.85,4.46,2.18,2.84,2.66,3.86,3.2,2.3,4.88,4.46,2.36,4.58,3.2,3.98,2.0,3.2,2.3
931947,5,24,15,16,34,40,37,35,39,47,43,36,50,50,44,15,21,15,1,3,0,36,49,25,30,40,15,43,42,0,27,39,95.96,29.87,916,0.72,1.32,0.6,2.3,3.44,2.9,2.96,4.04,4.4,4.22,4.1,4.34,4.82,4.58,4.16,5.0,5.0,4.64,2.9
486399,43,0,48,39,13,29,27,39,49,6,22,8,26,22,50,37,45,22,5,44,0,45,42,1,7,23,7,8,37,42,37,42,86.05,27.46,865,0.76,1.31,1.12,4.58,2.0,4.88,4.34,2.78,3.74,3.62,4.34,4.94,2.36,3.32,2.48,3.56,3.32,5.0,4.22
66720,12,50,26,28,44,43,18,44,30,43,19,12,27,39,41,31,0,26,30,30,17,4,48,36,0,2,11,34,4,42,34,35,93.68,28.31,860,0.64,1.5,1.37,2.72,5.0,3.56,3.68,4.64,4.58,3.08,4.64,3.8,4.58,3.14,2.72,3.62,4.34,4.46,3.86
919748,23,1,33,33,47,0,41,45,0,10,4,19,24,0,0,1,40,41,16,48,32,44,46,11,29,41,28,14,42,7,12,27,81.44,23.83,759,1.07,1.25,1.45,3.38,2.06,3.98,3.98,4.82,2.0,4.46,4.7,2.0,2.6,2.24,3.14,3.44,2.0,2.0,2.06
883920,34,6,37,32,31,50,40,47,34,26,13,28,37,37,17,31,34,20,28,26,19,35,1,44,11,38,9,0,30,38,21,44,123.77,28.37,898,0.64,1.31,0.98,4.04,2.36,4.22,3.92,3.86,5.0,4.4,4.82,4.04,3.56,2.78,3.68,4.22,4.22,3.02,3.86
910903,29,29,30,37,21,18,2,22,2,16,6,14,18,28,38,24,9,18,21,3,17,3,41,6,3,42,26,30,18,48,49,6,158.93,22.92,674,1.06,1.06,0.56,3.74,3.74,3.8,4.22,3.26,3.08,2.12,3.32,2.12,2.96,2.36,2.84,3.08,3.68,4.28,3.44
26555,41,37,7,0,45,45,39,45,50,26,28,27,32,39,28,40,6,39,34,38,48,50,46,1,38,15,21,3,14,41,5,12,159.45,29.71,940,1.31,0.83,0.83,4.46,4.22,2.42,2.0,4.7,4.7,4.34,4.7,5.0,3.56,3.68,3.62,3.92,4.34,3.68,4.4
50355,10,27,38,31,40,35,4,7,45,22,1,3,44,48,47,29,18,4,42,14,25,6,50,19,34,40,45,26,41,50,32,27,99.5,29.65,904,0.68,1.02,1.41,2.6,3.62,4.28,3.86,4.4,4.1,2.24,2.42,4.7,3.32,2.06,2.18,4.64,4.88,4.82,3.74
852786,17,14,8,8,44,28,34,44,44,27,16,38,24,22,16,50,25,5,3,48,40,43,29,26,27,25,3,28,16,8,3,29,120.69,25.83,792,1.49,1.26,0.99,3.02,2.84,2.48,2.48,4.64,3.68,4.04,4.64,4.64,3.62,2.96,4.28,3.44,3.32,2.96,5.0
475375,35,10,39,23,22,48,4,35,49,6,4,25,15,11,22,19,39,11,46,15,32,33,27,12,23,43,33,34,23,5,9,48,112.24,26.06,800,0.81,1.05,1.31,4.1,2.6,4.34,3.38,3.32,4.88,2.24,4.1,4.94,2.36,2.24,3.5,2.9,2.66,3.32,3.14
984099,39,29,22,43,6,44,28,0,12,13,45,48,9,1,3,16,1,1,7,30,25,31,8,21,32,16,21,40,37,24,12,39,113.2,23.19,703,1.12,1.13,0.66,4.34,3.74,3.32,4.58,2.36,4.64,3.68,2.0,2.72,2.78,4.7,4.88,2.54,2.06,2.18,2.96
583982,38,13,4,49,40,49,43,24,27,43,35,5,7,41,38,3,11,13,15,8,38,16,44,27,29,41,3,15,43,18,46,40,117.13,28.71,866,1.07,0.62,1.43,4.28,2.78,2.24,4.94,4.4,4.94,4.58,3.44,3.62,4.58,4.1,2.3,2.42,4.46,4.28,2.18
362133,17,24,15,30,48,10,16,1,30,42,27,14,29,48,3,5,7,42,8,16,36,25,19,13,18,32,43,50,38,6,15,13,125.82,24.74,740,1.13,0.63,0.51,3.02,3.44,2.9,3.8,4.88,2.6,2.96,2.06,3.8,4.52,3.62,2.84,3.74,4.88,2.18,2.3
461432,28,7,27,47,35,21,22,40,17,27,5,31,24,25,24,25,10,10,12,15,23,32,23,47,16,27,15,3,49,32,20,32,87.93,25.19,771,1.17,0.83,1.29,3.68,2.42,3.62,4.82,4.1,3.26,3.32,4.4,3.02,3.62,2.3,3.86,3.44,3.5,3.44,3.5
899242,49,41,24,19,24,40,45,1,7,31,23,38,39,24,41,22,26,1,42,31,29,14,18,12,43,18,10,47,43,6,8,1,91.45,26.34,817,1.36,1.09,0.83,4.94,4.46,3.44,3.14,3.44,4.4,4.7,2.06,2.42,3.86,3.38,4.28,4.34,3.44,4.46,3.32
143220,23,28,39,32,25,35,8,46,1,13,44,16,39,24,31,30,2,46,24,31,35,45,7,40,36,10,29,30,11,38,8,50,113.99,29.04,876,0.93,1.14,1.39,3.38,3.68,4.34,3.92,3.5,4.1,2.48,4.76,2.06,2.78,4.64,2.96,4.34,3.44,3.86,3.8
588217,9,6,31,2,0,37,48,37,30,32,17,18,49,21,5,2,3,9,18,9,0,27,30,9,20,5,46,14,14,17,27,44,81.52,21.86,636,1.08,0.9,0.96,2.54,2.36,3.86,2.12,2.0,4.22,4.88,4.22,3.8,3.92,3.02,3.08,4.94,3.26,2.3,2.12
80784,8,28,34,25,13,25,22,41,35,12,8,11,35,15,17,3,32,50,34,13,37,44,21,8,37,21,21,29,28,33,31,2,150.38,25.3,773,1.12,1.07,1.21,2.48,3.68,4.04,3.5,2.78,3.5,3.32,4.46,4.1,2.72,2.48,2.66,4.1,2.9,3.02,2.18
235835,1,10,2,45,47,33,25,45,48,10,14,33,30,41,47,12,11,30,18,40,32,15,36,30,31,45,23,16,45,39,44,44,153.24,29.92,942,1.02,1.03,0.82,2.06,2.6,2.12,4.7,4.82,3.98,3.5,4.7,4.88,2.6,2.84,3.98,3.8,4.46,4.82,2.72
186929,26,48,10,32,29,30,34,39,47,4,23,8,35,40,34,7,41,38,30,37,8,1,40,8,20,11,21,42,37,10,9,47,105.16,26.77,846,1.11,1.44,0.77,3.56,4.88,2.6,3.92,3.74,3.8,4.04,4.34,4.82,2.24,3.38,2.48,4.1,4.4,4.04,2.42
383041,46,16,24,23,9,4,19,38,43,30,1,5,31,41,29,21,32,8,41,48,27,43,22,45,8,10,2,42,28,46,27,32,81.6,28.25,841,0.75,0.75,1.12,4.76,2.96,3.44,3.38,2.54,2.24,3.14,4.28,4.58,3.8,2.06,2.3,3.86,4.46,3.74,3.26
692784,26,38,26,31,20,43,0,27,42,15,29,40,13,1,43,30,15,10,18,44,3,33,16,34,48,39,22,14,39,32,39,0,122.81,26.54,830,0.68,0.54,1.35,3.56,4.28,3.56,3.86,3.2,4.58,2.0,3.62,4.52,2.9,3.74,4.4,2.78,2.06,4.58,3.8
451457,6,3,32,6,41,24,44,22,40,29,0,24,3,14,4,32,49,34,45,48,16,14,5,3,18,20,2,32,31,29,44,7,105.56,23.32,721,1.0,0.55,0.6,2.36,2.18,3.92,2.36,4.46,3.44,4.64,3.32,4.4,3.74,2.0,3.44,2.18,2.84,2.24,3.92
431729,30,7,3,31,48,13,33,47,24,12,3,34,32,49,5,26,43,30,36,31,8,15,0,26,44,5,25,46,13,10,9,7,99.71,25.22,745,1.25,0.54,1.01,3.8,2.42,2.18,3.86,4.88,2.78,3.98,4.82,3.44,2.72,2.18,4.04,3.92,4.94,2.3,3.56
50105,46,14,33,17,40,46,35,48,47,21,5,39,24,27,35,43,13,8,12,9,26,14,8,48,12,4,39,28,28,4,44,32,108.67,28.06,849,1.17,0.57,1.18,4.76,2.84,3.98,3.02,4.4,4.76,4.1,4.88,4.82,3.26,2.3,4.34,3.44,3.62,4.1,4.58
529481,49,8,31,47,10,50,36,40,22,23,27,35,37,35,15,38,30,34,49,48,4,13,7,6,36,20,2,20,13,43,44,6,124.05,28.11,878,0.98,0.53,0.6,4.94,2.48,3.86,4.82,2.6,5.0,4.16,4.4,3.32,3.38,3.62,4.1,4.22,4.1,2.9,4.28
417778,45,23,22,15,45,38,42,23,45,17,39,6,39,19,19,11,23,41,22,22,2,7,36,46,34,37,47,43,1,32,8,8,115.26,28.48,857,0.9,0.74,1.48,4.7,3.38,3.32,2.9,4.7,4.28,4.52,3.38,4.7,3.02,4.34,2.36,4.34,3.14,3.14,2.66
478046,13,17,21,3,18,29,33,16,50,0,18,21,15,23,20,42,21,20,48,11,8,12,15,7,20,18,2,7,44,10,47,32,107.29,21.4,661,0.98,0.97,0.64,2.78,3.02,3.26,2.18,3.08,3.74,3.98,2.96,5.0,2.0,3.08,3.26,2.9,3.38,3.2,4.52
683851,13,7,42,19,42,15,48,32,23,1,4,29,35,4,13,50,33,7,18,45,49,3,19,37,29,38,0,14,13,32,50,20,130.66,26.34,784,1.24,1.09,0.75,2.78,2.42,4.52,3.14,4.52,2.9,4.88,3.92,3.38,2.06,2.24,3.74,4.1,2.24,2.78,5.0
760208,48,22,23,6,29,13,10,24,43,44,34,8,13,42,27,27,36,49,0,19,9,44,16,12,42,41,26,8,3,43,39,35,124.09,27.16,835,1.24,0.64,1.34,4.88,3.32,3.38,2.36,3.74,2.78,2.6,3.44,4.58,4.64,4.04,2.48,2.78,4.52,3.62,3.62
109406,7,39,32,34,32,50,15,24,44,28,31,47,27,3,17,21,32,11,16,36,13,31,23,3,36,32,13,18,0,22,5,29,135.21,24.34,771,1.41,1.43,1.25,2.42,4.34,3.92,4.04,3.92,5.0,2.9,3.44,4.64,3.68,3.86,4.82,3.62,2.18,3.02,3.26
214570,48,26,14,18,50,20,48,17,39,49,18,18,43,43,0,44,40,38,6,8,0,10,20,22,40,17,12,12,4,11,0,26,120.22,25.67,761,0.62,0.96,0.88,4.88,3.56,2.84,3.08,5.0,3.2,4.88,3.02,4.34,4.94,3.08,3.08,4.58,4.58,2.0,4.64
297586,4,21,25,5,38,8,9,1,1,12,37,46,12,0,40,8,27,22,25,24,40,35,30,3,7,44,23,33,38,45,36,45,97.55,23.67,744,0.65,1.47,0.78,2.24,3.26,3.5,2.3,4.28,2.48,2.54,2.06,2.06,2.72,4.22,4.76,2.72,2.0,4.4,2.48
25958,13,35,19,24,13,21,25,29,25,30,31,17,4,17,41,47,45,16,42,48,18,18,14,31,5,11,25,2,39,27,10,40,120.88,25.42,782,0.81,1.05,0.52,2.78,4.1,3.14,3.44,2.78,3.26,3.5,3.74,3.5,3.8,3.86,3.02,2.24,3.02,4.46,4.82
662885,45,39,11,29,17,18,10,46,32,2,19,0,47,11,28,11,39,50,21,24,36,8,14,10,47,16,30,26,22,18,40,7,125.28,26.03,773,1.12,0.6,0.73,4.7,4.34,2.66,3.74,3.02,3.08,2.6,4.76,3.92,2.12,3.14,2.0,4.82,2.66,3.68,2.66
444191,16,34,34,33,1,40,35,20,44,0,46,17,37,50,23,50,7,27,31,50,18,17,11,32,40,9,36,35,47,9,35,21,158.9,29.96,905,1.32,1.42,0.81,2.96,4.04,4.04,3.98,2.06,4.4,4.1,3.2,4.64,2.0,4.76,3.02,4.22,5.0,3.38,5.0
220886,4,11,15,1,16,19,4,42,43,49,21,25,45,20,10,15,20,39,35,48,27,5,16,34,49,21,32,46,39,5,36,44,141.31,27.93,836,1.5,0.72,1.27,2.24,2.66,2.9,2.06,2.96,3.14,2.24,4.52,4.58,4.94,3.26,3.5,4.7,3.2,2.6,2.9
365439,44,19,46,5,28,46,15,7,33,12,38,44,8,27,2,38,25,45,48,41,22,11,19,43,42,8,9,39,16,36,24,4,101.96,26.67,844,1.43,1.15,0.62,4.64,3.14,4.76,2.3,3.68,4.76,2.9,2.42,3.98,2.72,4.28,4.64,2.48,3.62,2.12,4.28
809040,42,33,38,14,50,49,36,19,41,25,33,5,0,12,44,43,17,25,4,43,10,40,45,49,8,16,21,46,19,31,38,29,145.24,30.86,925,1.4,0.86,1.1,4.52,3.98,4.28,2.84,5.0,4.94,4.16,3.14,4.46,3.5,3.98,2.3,2.0,2.72,4.64,4.58
750140,39,4,31,35,29,1,46,38,13,1,25,46,40,11,24,4,28,2,12,46,43,4,21,5,11,13,47,14,43,27,5,41,106.45,24.7,749,0.82,1.04,1.38,4.34,2.24,3.86,4.1,3.74,2.06,4.76,4.28,2.78,2.06,3.5,4.76,4.4,2.66,3.44,2.24
681098,50,43,49,35,41,36,20,46,25,21,16,25,3,1,50,14,27,30,30,41,9,39,2,42,0,21,1,8,46,35,13,9,119.54,26.87,828,0.93,1.46,0.89,5.0,4.58,4.94,4.1,4.46,4.16,3.2,4.76,3.5,3.26,2.96,3.5,2.18,2.06,5.0,2.84
231520,28,5,42,14,33,35,29,5,29,29,47,36,29,43,32,28,35,38,19,27,19,45,10,23,5,12,32,27,10,15,15,46,84.07,28.11,842,0.51,0.71,0.56,3.68,2.3,4.52,2.84,3.98,4.1,3.74,2.3,3.74,3.74,4.82,4.16,3.74,4.58,3.92,3.68
10218,19,22,29,2,15,36,18,29,28,10,27,18,39,46,30,22,38,8,39,25,49,14,3,28,36,22,27,23,28,27,47,18,148.67,26.06,822,0.95,0.66,0.88,3.14,3.32,3.74,2.12,2.9,4.16,3.08,3.74,3.68,2.6,3.62,3.08,4.34,4.76,3.8,3.32
666650,20,22,46,21,48,7,48,21,7,19,44,12,9,18,26,18,11,25,8,42,32,36,17,15,46,14,21,0,43,40,19,17,148.7,24.68,772,1.34,0.59,1.38,3.2,3.32,4.76,3.26,4.88,2.42,4.88,3.26,2.42,3.14,4.64,2.72,2.54,3.08,3.56,3.08
192630,37,8,47,32,11,22,13,39,36,44,6,9,42,46,42,17,25,25,41,2,15,34,38,14,25,49,31,38,3,40,50,17,121.19,29.95,898,1.43,0.91,1.02,4.22,2.48,4.82,3.92,2.66,3.32,2.78,4.34,4.16,4.64,2.36,2.54,4.52,4.76,4.52,3.02
536464,26,2,24,39,33,48,40,33,23,9,34,14,21,25,30,23,42,10,1,48,32,39,39,5,34,36,23,41,10,14,39,27,124.51,28.92,864,1.46,0.87,0.94,3.56,2.12,3.44,4.34,3.98,4.88,4.4,3.98,3.38,2.54,4.04,2.84,3.26,3.5,3.8,3.38
363439,8,21,32,31,28,7,35,15,23,38,30,14,49,47,35,20,5,4,30,46,10,30,7,35,18,15,17,41,0,35,2,41,141.8,25.4,769,0.83,1.32,1.28,2.48,3.26,3.92,3.86,3.68,2.42,4.1,2.9,3.38,4.28,3.8,2.84,4.94,4.82,4.1,3.2
89656,5,2,7,10,1,21,20,8,47,47,49,37,16,25,29,4,18,24,44,6,47,36,16,2,29,9,12,9,21,6,32,14,157.95,21.25,653,1.07,0.52,0.63,2.3,2.12,2.42,2.6,2.06,3.26,3.2,2.48,4.82,4.82,4.94,4.22,2.96,3.5,3.74,2.24
585136,30,31,39,6,47,15,45,10,4,44,26,45,15,44,41,27,5,7,44,34,29,19,0,33,10,7,47,0,8,42,50,28,124.33,27.66,832,1.47,0.99,1.39,3.8,3.86,4.34,2.36,4.82,2.9,4.7,2.6,2.24,4.64,3.56,4.7,2.9,4.64,4.46,3.62
451822,50,9,39,49,22,10,7,35,24,15,11,43,15,20,45,38,29,36,39,27,32,45,20,25,25,46,17,0,25,27,16,27,124.68,27.46,868,1.19,1.36,0.91,5.0,2.54,4.34,4.94,3.32,2.6,2.42,4.1,3.44,2.9,2.66,4.58,2.9,3.2,4.7,4.28
606740,46,12,21,28,0,20,6,35,0,16,6,29,45,16,28,6,12,28,35,7,28,18,21,45,25,11,7,11,40,11,32,5,87.01,22.26,650,0.95,1.09,1.23,4.76,2.72,3.26,3.68,2.0,3.2,2.36,4.1,2.0,2.96,2.36,3.74,4.7,2.96,3.68,2.36
824643,46,17,10,43,20,10,32,1,6,41,16,7,18,10,29,36,11,27,18,41,50,31,40,13,22,50,13,6,27,26,28,16,142.55,24.18,761,0.77,0.93,1.44,4.76,3.02,2.6,4.58,3.2,2.6,3.92,2.06,2.36,4.46,2.96,2.42,3.08,2.6,3.74,4.16
559962,47,18,18,13,19,10,20,23,13,44,20,0,50,33,0,24,10,45,47,22,9,15,5,50,29,13,37,22,18,48,34,12,151.32,24.6,768,0.59,0.54,0.81,4.82,3.08,3.08,2.78,3.14,2.6,3.2,3.38,2.78,4.64,3.2,2.0,5.0,3.98,2.0,3.44
820274,5,27,2,44,1,12,49,3,5,24,11,30,44,38,16,44,5,49,28,47,36,16,14,38,23,4,27,39,22,39,15,20,133.99,26.04,777,1.34,1.2,0.51,2.3,3.62,2.12,4.64,2.06,2.72,4.94,2.18,2.3,3.44,2.66,3.8,4.64,4.28,2.96,4.64
13281,9,32,24,21,25,25,17,45,37,8,49,6,23,1,42,14,50,12,12,28,2,5,12,40,45,31,33,34,34,19,18,38,81.0,26.15,791,1.07,0.73,0.57,2.54,3.92,3.44,3.26,3.5,3.5,3.02,4.7,4.22,2.48,4.94,2.36,3.38,2.06,4.52,2.84
639040,15,24,28,0,46,19,11,21,23,27,0,1,28,8,49,34,28,14,21,12,18,20,12,7,0,16,22,39,26,32,36,23,99.61,22.29,660,1.35,0.79,0.64,2.9,3.44,3.68,2.0,4.76,3.14,2.66,3.26,3.38,3.62,2.0,2.06,3.68,2.48,4.94,4.04
795404,23,11,19,46,27,49,23,41,16,8,28,41,48,1,44,0,5,14,39,16,42,36,43,18,21,7,35,34,48,19,38,43,156.06,28.21,883,1.49,1.19,1.01,3.38,2.66,3.14,4.76,3.62,4.94,3.38,4.46,2.96,2.48,3.68,4.46,4.88,2.06,4.64,2.0
870933,50,30,41,43,36,32,23,32,48,28,36,2,45,4,38,50,24,49,6,14,17,10,50,14,50,35,46,10,32,31,17,43,146.79,31.82,986,1.05,1.17,1.11,5.0,3.8,4.46,4.58,4.16,3.92,3.38,3.92,4.88,3.68,4.16,2.12,4.7,2.24,4.28,5.0
176467,16,16,35,8,3,24,32,31,19,9,31,38,12,30,23,9,33,43,33,6,6,23,48,0,16,21,27,2,27,35,34,26,153.89,24.34,716,1.02,0.55,1.17,2.96,2.96,4.1,2.48,2.18,3.44,3.92,3.86,3.14,2.54,3.86,4.28,2.72,3.8,3.38,2.54
723873,19,36,30,40,10,2,38,15,19,32,8,3,7,0,16,46,47,38,29,39,0,47,19,25,0,16,46,39,23,6,42,40,138.63,25.38,777,0.93,0.77,1.04,3.14,4.16,3.8,4.4,2.6,2.12,4.28,2.9,3.14,3.92,2.48,2.18,2.42,2.0,2.96,4.76
751836,46,49,19,3,18,1,7,46,43,4,34,20,23,39,13,0,50,16,0,30,20,34,26,14,6,35,49,39,9,9,19,0,141.97,23.9,721,1.02,1.47,0.61,4.76,4.94,3.14,2.18,3.08,2.06,2.42,4.76,4.58,2.24,4.04,3.2,3.38,4.34,2.78,2.0
649491,47,20,24,39,35,44,3,40,32,1,12,20,48,47,8,50,20,33,5,48,17,21,18,48,15,28,0,47,11,13,12,50,133.61,27.28,856,1.31,0.93,1.25,4.82,3.2,3.44,4.34,4.1,4.64,2.18,4.4,3.92,2.06,2.72,3.2,4.88,4.82,2.48,5.0
238932,6,44,27,36,40,23,12,23,7,17,4,20,22,47,23,14,9,14,23,43,21,41,47,4,38,1,45,24,48,50,26,26,102.02,26.82,825,1.47,1.36,0.63,2.36,4.64,3.62,4.16,4.4,3.38,2.72,3.38,2.42,3.02,2.24,3.2,3.32,4.82,3.38,2.84
440355,39,18,5,4,26,8,36,44,34,0,47,28,46,21,11,3,50,15,22,48,42,3,29,35,48,31,31,8,12,3,2,48,99.61,25.58,797,0.95,0.72,0.95,4.34,3.08,2.3,2.24,3.56,2.48,4.16,4.64,4.04,2.0,4.82,3.68,4.76,3.26,2.66,2.18
142682,13,1,47,43,47,29,7,11,45,16,7,15,5,49,2,32,15,23,25,26,11,18,48,47,50,4,40,0,11,22,12,32,149.95,23.84,753,1.32,1.27,1.32,2.78,2.06,4.82,4.58,4.82,3.74,2.42,2.66,4.7,2.96,2.42,2.9,2.3,4.94,2.12,3.92
89601,34,32,25,32,36,0,20,3,5,41,48,25,26,44,42,2,3,32,2,11,6,31,36,15,20,16,42,9,27,35,18,37,156.21,24.89,755,1.33,1.42,1.43,4.04,3.92,3.5,3.92,4.16,2.0,3.2,2.18,2.3,4.46,4.88,3.5,3.56,4.64,4.52,2.12
970462,47,14,3,12,41,27,36,9,44,47,35,12,45,17,5,31,22,44,31,37,43,18,41,9,46,18,18,30,13,40,30,41,101.26,30.2,906,0.87,1.33,1.19,4.82,2.84,2.18,2.72,4.46,3.62,4.16,2.54,4.64,4.82,4.1,2.72,4.7,3.02,2.3,3.86
817054,42,16,0,40,3,26,31,37,46,19,26,24,15,47,5,49,44,33,28,10,11,20,31,50,4,28,14,19,14,26,43,33,102.86,26.21,834,0.76,0.94,1.29,4.52,2.96,2.0,4.4,2.18,3.56,3.86,4.22,4.76,3.14,3.56,3.44,2.9,4.82,2.3,4.94
450169,40,21,19,8,33,44,31,50,36,4,23,48,37,10,20,17,20,18,27,45,22,4,46,32,19,5,15,36,47,13,37,38,82.54,27.38,865,1.38,0.77,1.22,4.4,3.26,3.14,2.48,3.98,4.64,3.86,5.0,4.16,2.24,3.38,4.88,4.22,2.6,3.2,3.02
736052,36,21,43,14,44,14,40,36,7,46,35,3,20,17,35,0,26,29,12,34,20,0,3,3,42,28,15,40,15,39,23,9,109.25,25.09,749,1.15,0.71,0.7,4.16,3.26,4.58,2.84,4.64,2.84,4.4,4.16,2.42,4.76,4.1,2.18,3.2,3.02,4.1,2.0
894521,31,3,46,5,7,23,45,45,38,26,45,13,48,8,44,32,4,31,6,30,20,28,27,24,40,36,20,48,1,48,2,15,112.73,27.18,839,0.68,0.7,1.43,3.86,2.18,4.76,2.3,2.42,3.38,4.7,4.7,4.28,3.56,4.7,2.78,4.88,2.48,4.64,3.92
